x, res/com, original, y
20,186,198,0.93939
31,167,186,0.89785
35,197,231,0.85281
39,144,194,0.74227
42,158,218,0.72477
45,126,178,0.70787
48,154,233,0.66094
52,101,169,0.59763
55,143,239,0.59833
59,108,179,0.60335
62,102,171,0.59649
65,118,209,0.56459
68,124,207,0.59903
71,138,232,0.59483
74,125,204,0.61275
77,130,204,0.63725
80,120,192,0.625
83,157,254,0.61811
87,122,205,0.59512
91,42,235,0.17872
